top_quantile,cost_bps,total_return,annualized_return,annualized_sharpe,max_drawdown,total_trading_cost,average_turnover
0.15,2.0,2.830304442390371,0.17513597351912602,1.4449208030751004,-0.13207065049641165,0.010226180538806497,0.5439457733407711
0.15,5.0,2.7720880223812063,0.17297512497655587,1.4292694732525972,-0.13345797745429533,0.025565451347016245,0.5439457733407711
0.15,10.0,2.6769971851777616,0.16938165404152183,1.403099740275587,-0.13576585672268704,0.05113090269403249,0.5439457733407711
0.2,2.0,3.1633339143716404,0.18696876631257542,1.4567525298270874,-0.15623562581397188,0.01106721094515877,0.5886814332531259
0.2,5.0,3.0949060494007856,0.18460723100025667,1.4407228212418077,-0.15766237263476268,0.027668027362896926,0.5886814332531259
0.2,10.0,2.983320841301698,0.18068074602462314,1.4139179266856496,-0.16003556755222015,0.05533605472579385,0.5886814332531259
0.25,2.0,3.2960336434444804,0.1914526896335278,1.4665708470696952,-0.15498315675241559,0.011278436103150376,0.5999168139973604
0.25,5.0,3.224097650618349,0.18903734779582293,1.4505055872480355,-0.15642010900908432,0.028196090257875943,0.5999168139973604
0.25,10.0,3.10684022871523,0.18502158254584078,1.4236394164089083,-0.15881024818122869,0.056392180515751886,0.5999168139973604
